binomial,valid,Order,suborder,Family,length,lengthmeasure,conversion,intercept,slope,logmass,mass,intree,nameintree
Phymaturus palluma,yes,Squamata,Sauria,Liolaemidae,110.7,SVL,"Phymaturus, Pincheira-Donoso et al. 2011",-5.040,3.323,1.75,56.6,yes,Phymaturus palluma
Phrynosoma asio,yes,Squamata,Sauria,Phrynosomatidae,124.5,SVL,Phrynosomatidae,-3.855,2.677,1.75,56.7,yes,Phrynosoma asio
Egernia saxatilis,yes,Squamata,Sauria,Scincidae,135.0,SVL,Legged Scincidae,-5.125,3.229,1.75,56.7,yes,Egernia saxatilis
Trachylepis capensis,yes,Squamata,Sauria,Scincidae,135.0,SVL,Legged Scincidae,-5.125,3.229,1.75,56.7,yes,Trachylepis capensis
Hemitheconyx taylori,yes,Squamata,Sauria,Eublepharidae,137.0,SVL,Eublepharidae (Novosolov et al. 2013),-5.201,3.255,1.76,56.9,yes,Hemitheconyx taylori
Rhacodactylus trachycephalus,yes,Squamata,Sauria,Diplodactylidae,140.0,SVL,Diplodactylidae (Scharf et al. 2014),-4.804,3.057,1.76,57.1,no,NA
Phrynosoma douglasii,yes,Squamata,Sauria,Phrynosomatidae,125.0,SVL,Phrynosomatidae,-3.855,2.677,1.76,57.3,yes,Phrynosoma douglassii
Phrynosoma hernandesi,yes,Squamata,Sauria,Phrynosomatidae,125.0,SVL,Phrynosomatidae,-3.855,2.677,1.76,57.3,yes,Phrynosoma hernandesi
Hypsilurus capreolatus,yes,Squamata,Sauria,Agamidae,119.0,SVL,Typical Agamidae**,-4.686,3.105,1.76,57.4,no,NA
Plica pansticta,yes,Squamata,Sauria,Tropiduridae,119.0,SVL,"Tropiduridae S. stricto, (Scharf et al. 2014)",-3.884,2.719,1.76,57.4,no,NA
Brachymeles kadwa,yes,Squamata,Sauria,Scincidae,135.7,SVL,Legged Scincidae,-5.125,3.229,1.76,57.7,no,NA
Gambelia sila,yes,Squamata,Sauria,Crotaphytidae,125.0,SVL,Crotaphytidae**,-1.528,1.569,1.76,57.8,yes,Gambelia sila
Timon tangitanus,yes,Squamata,Sauria,Lacertidae,137.0,SVL,Lacertidae,-4.543,2.951,1.76,57.9,yes,Timon tangitanus
Bronchocela celebensis,yes,Squamata,Sauria,Agamidae,119.4,SVL,Typical Agamidae**,-4.686,3.105,1.76,58.0,no,NA
Ouroborus cataphractus,yes,Squamata,Sauria,Cordylidae,124.0,SVL,Legged Cordylidae,-5.747,3.589,1.77,58.4,yes,Cordylus cataphractus
Gekko siamensis,yes,Squamata,Sauria,Gekkonidae,150.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,1.77,58.4,no,NA
Corytophanes cristatus,yes,Squamata,Sauria,Corytophanidae,125.0,SVL,Iguania,-5.033,3.243,1.77,58.5,yes,Corytophanes cristatus
Sceloporus spinosus,yes,Squamata,Sauria,Phrynosomatidae,126.0,SVL,Phrynosomatidae,-3.855,2.677,1.77,58.6,yes,Sceloporus spinosus
Zonosaurus karsteni,yes,Squamata,Sauria,Gerrhosauridae,133.0,SVL,Gerrhosauridae,-4.783,3.085,1.77,58.8,yes,Zonosaurus karsteni
Agama africana,yes,Squamata,Sauria,Agamidae,120.0,SVL,Typical Agamidae**,-4.686,3.105,1.77,58.9,no,NA
Agama bottegi,yes,Squamata,Sauria,Agamidae,120.0,SVL,Typical Agamidae**,-4.686,3.105,1.77,58.9,no,NA
Agama mossambica,yes,Squamata,Sauria,Agamidae,120.0,SVL,Typical Agamidae**,-4.686,3.105,1.77,58.9,no,NA
Bronchocela hayeki,yes,Squamata,Sauria,Agamidae,120.0,SVL,Typical Agamidae**,-4.686,3.105,1.77,58.9,no,NA
Calotes maria,yes,Squamata,Sauria,Agamidae,120.0,SVL,Typical Agamidae**,-4.686,3.105,1.77,58.9,no,NA
Paralaudakia bochariensis,yes,Squamata,Sauria,Agamidae,120.0,SVL,Typical Agamidae**,-4.686,3.105,1.77,58.9,no,NA
Phymaturus denotatus,yes,Squamata,Sauria,Liolaemidae,112.1,SVL,"Phymaturus, Pincheira-Donoso et al. 2011",-5.040,3.323,1.77,59.0,no,NA
Crotaphytus vestigium,yes,Squamata,Sauria,Crotaphytidae,127.0,SVL,Crotaphytidae**,-1.528,1.569,1.77,59.3,yes,Crotaphytus vestigium
Aspidoscelis scalaris,yes,Squamata,Sauria,Teiidae,125.0,SVL,Teiidae,-4.747,3.110,1.77,59.5,no,NA
Teius suquiensis,yes,Squamata,Sauria,Teiidae,125.0,SVL,Teiidae,-4.747,3.110,1.77,59.5,no,NA
Eugongylus sulaensis,yes,Squamata,Sauria,Scincidae,137.0,SVL,Legged Scincidae,-5.125,3.229,1.77,59.5,no,NA
Eumecia johnstoni,yes,Squamata,Sauria,Scincidae,263.0,SVL,leg_reduced lizards,-4.207,2.472,1.78,59.6,no,NA
Phymaturus damasense,yes,Squamata,Sauria,Liolaemidae,112.6,SVL,"Phymaturus, Pincheira-Donoso et al. 2011",-5.040,3.323,1.78,59.9,no,NA
Salea gularis,yes,Squamata,Sauria,Agamidae,120.7,SVL,Typical Agamidae**,-4.686,3.105,1.78,59.9,no,NA
Plica caribeana,yes,Squamata,Sauria,Tropiduridae,121.0,SVL,"Tropiduridae S. stricto, (Scharf et al. 2014)",-3.884,2.719,1.78,60.0,no,NA
Pseudocordylus subviridis,yes,Squamata,Sauria,Cordylidae,125.0,SVL,Legged Cordylidae,-5.747,3.589,1.78,60.1,no,NA
Furcifer rhinoceratus,yes,Squamata,Sauria,Chamaeleonidae,143.0,SVL,Chamaeleonidae,-3.997,2.680,1.78,60.2,no,NA
Gehyra oceanica,yes,Squamata,Sauria,Gekkonidae,152.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,1.78,60.6,yes,Gehyra oceanica
Abronia mixteca,yes,Squamata,Sauria,Anguidae,148.0,SVL,legged anguids (Meiri et al. 2013),-5.765,3.480,1.79,61.3,yes,Abronia mixteca
Zonosaurus ornatus,yes,Squamata,Sauria,Gerrhosauridae,135.0,SVL,Gerrhosauridae,-4.783,3.085,1.79,61.5,yes,Zonosaurus ornatus
Enyalioides microlepis,yes,Squamata,Sauria,Hoplocercidae,127.0,SVL,Iguania,-5.033,3.243,1.79,61.6,yes,Enyalioides microlepis
Japalura variegata,yes,Squamata,Sauria,Agamidae,121.9,SVL,Typical Agamidae**,-4.686,3.105,1.79,61.8,yes,Japalura variegata
Bronchocela vietnamensis,yes,Squamata,Sauria,Agamidae,122.0,SVL,Typical Agamidae**,-4.686,3.105,1.79,62.0,no,NA
Moloch horridus,yes,Squamata,Sauria,Agamidae,122.0,SVL,Typical Agamidae**,-4.686,3.105,1.79,62.0,yes,Moloch horridus
Uromastyx macfadyeni,yes,Squamata,Sauria,Agamidae,122.0,SVL,Typical Agamidae**,-4.686,3.105,1.79,62.0,yes,Uromastyx macfadyeni
Crotaphytus collaris,yes,Squamata,Sauria,Crotaphytidae,131.0,SVL,Crotaphytidae**,-1.528,1.569,1.79,62.2,yes,Crotaphytus collaris
Petrosaurus repens,yes,Squamata,Sauria,Phrynosomatidae,129.0,SVL,Phrynosomatidae,-3.855,2.677,1.80,62.4,yes,Petrosaurus repens
Phymaturus punae,yes,Squamata,Sauria,Liolaemidae,114.0,SVL,"Phymaturus, Pincheira-Donoso et al. 2011",-5.040,3.323,1.80,62.4,yes,Phymaturus punae
Furcifer nicosiai,yes,Squamata,Sauria,Chamaeleonidae,145.0,SVL,Chamaeleonidae,-3.997,2.680,1.80,62.4,no,NA
Aspidoscelis maxima,yes,Squamata,Sauria,Teiidae,137.0,SVL,Teiidae,-4.747,3.110,1.80,62.5,no,NA
Cnemidophorus arubensis,yes,Squamata,Sauria,Teiidae,127.0,SVL,Teiidae,-4.747,3.110,1.80,62.5,no,NA
Kentropyx striata,yes,Squamata,Sauria,Teiidae,127.0,SVL,Teiidae,-4.747,3.110,1.80,62.5,yes,Kentropyx striata
Microlophus stolzmanni,yes,Squamata,Sauria,Tropiduridae,123.0,SVL,"Tropiduridae S. stricto, (Scharf et al. 2014)",-3.884,2.719,1.80,62.8,yes,Microlophus stolzmanni
Enyalius iheringii,yes,Squamata,Sauria,Leiosauridae,124.0,SVL,Leiosauridae**,-5.296,3.389,1.80,62.8,no,NA
Ophiodes intermedius,yes,Squamata,Sauria,Diploglossidae,268.0,SVL,"Limbless anguids (Meiri, unpublished)",-5.224,2.892,1.80,62.9,no,NA
Phrynocephalus mystaceus,yes,Squamata,Sauria,Agamidae,122.7,SVL,Typical Agamidae**,-4.686,3.105,1.80,63.1,yes,Phrynocephalus mystaceus
Enyalioides praestabilis,yes,Squamata,Sauria,Hoplocercidae,128.0,SVL,Iguania,-5.033,3.243,1.80,63.2,yes,Enyalioides praestabilis
Agama insularis,yes,Squamata,Sauria,Agamidae,123.0,SVL,Typical Agamidae**,-4.686,3.105,1.80,63.6,yes,Agama insularis
Trapelus savignii,yes,Squamata,Sauria,Agamidae,123.0,SVL,Typical Agamidae**,-4.686,3.105,1.80,63.6,yes,Trapelus savignii
Trioceros eisentrauti,yes,Squamata,Sauria,Chamaeleonidae,146.0,SVL,Chamaeleonidae,-3.997,2.680,1.80,63.6,no,NA
Karusasaurus jordani,yes,Squamata,Sauria,Cordylidae,127.0,SVL,Legged Cordylidae,-5.747,3.589,1.80,63.6,yes,Cordylus jordani
Phrynosoma cornutum,yes,Squamata,Sauria,Phrynosomatidae,130.0,SVL,Phrynosomatidae,-3.855,2.677,1.80,63.7,yes,Phrynosoma cornutum
Eutropis longicaudata,yes,Squamata,Sauria,Scincidae,140.0,SVL,Legged Scincidae,-5.125,3.229,1.80,63.8,yes,Eutropis longicaudata
Eutropis multifasciata,yes,Squamata,Sauria,Scincidae,140.0,SVL,Legged Scincidae,-5.125,3.229,1.80,63.8,yes,Eutropis multifasciata
Mochlus afer,yes,Squamata,Sauria,Scincidae,140.0,SVL,Legged Scincidae,-5.125,3.229,1.80,63.8,yes,Lygosoma afrum
Mochlus sundevalli,yes,Squamata,Sauria,Scincidae,140.0,SVL,Legged Scincidae,-5.125,3.229,1.80,63.8,yes,Mochlus sundevalli
Scincus hemprichii,yes,Squamata,Sauria,Scincidae,140.0,SVL,Legged Scincidae,-5.125,3.229,1.80,63.8,no,NA
Gekko verreauxi,yes,Squamata,Sauria,Gekkonidae,155.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,1.81,64.0,no,NA
Ameiva bifrontata,yes,Squamata,Sauria,Teiidae,128.0,SVL,Teiidae,-4.747,3.110,1.81,64.0,yes,Ameiva bifrontata
Ameiva concolor,yes,Squamata,Sauria,Teiidae,128.0,SVL,Teiidae,-4.747,3.110,1.81,64.0,no,NA
Microlophus atacamensis,yes,Squamata,Sauria,Tropiduridae,124.0,SVL,"Tropiduridae S. stricto, (Scharf et al. 2014)",-3.884,2.719,1.81,64.2,yes,Microlophus atacamensis
Plica kathleenae,yes,Squamata,Sauria,Tropiduridae,124.0,SVL,"Tropiduridae S. stricto, (Scharf et al. 2014)",-3.884,2.719,1.81,64.2,no,NA
Tarentola albertschwartzi,yes,Squamata,Sauria,Phyllodactylidae,137.0,SVL,Phyllodactylidae (Scharf et al. 2014),-4.482,2.945,1.81,64.7,no,NA
Furcifer labordi,yes,Squamata,Sauria,Chamaeleonidae,147.0,SVL,Chamaeleonidae,-3.997,2.680,1.81,64.8,yes,Furcifer labordi
Varanus bushi,yes,Squamata,Sauria,Varanidae,158.0,SVL,Varanidae,-5.301,3.235,1.81,64.8,yes,Varanus bushi
Sceloporus zosteromus,yes,Squamata,Sauria,Phrynosomatidae,131.0,SVL,Phrynosomatidae,-3.855,2.677,1.81,65.0,yes,Sceloporus zosteromus
Blaesodactylus boivini,yes,Squamata,Sauria,Gekkonidae,156.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,1.81,65.1,yes,Blaesodactylus boivini
Cyrtodactylus loriae,yes,Squamata,Sauria,Gekkonidae,156.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,1.81,65.1,yes,Cyrtodactylus loriae
Laudakia papenfussi,yes,Squamata,Sauria,Agamidae,124.0,SVL,Typical Agamidae**,-4.686,3.105,1.81,65.2,no,NA
Microlophus quadrivittatus,yes,Squamata,Sauria,Tropiduridae,124.8,SVL,"Tropiduridae S. stricto, (Scharf et al. 2014)",-3.884,2.719,1.81,65.2,yes,Microlophus quadrivittatus
Eublepharis turcmenicus,yes,Squamata,Sauria,Eublepharidae,143.0,SVL,Eublepharidae (Novosolov et al. 2013),-5.201,3.255,1.82,65.5,yes,Eublepharis turcmenicus
Microlophus albemarlensis,yes,Squamata,Sauria,Tropiduridae,125.0,SVL,"Tropiduridae S. stricto, (Scharf et al. 2014)",-3.884,2.719,1.82,65.6,yes,Microlophus albemarlensis
Trioceros oweni,yes,Squamata,Sauria,Chamaeleonidae,148.0,SVL,Chamaeleonidae,-3.997,2.680,1.82,66.0,yes,Chamaeleo oweni
Tropidurus xanthochilus,yes,Squamata,Sauria,Tropiduridae,125.5,SVL,"Tropiduridae S. stricto, (Scharf et al. 2014)",-3.884,2.719,1.82,66.3,no,NA
Mniarogekko chahoua,yes,Squamata,Sauria,Diplodactylidae,147.0,SVL,Diplodactylidae (Scharf et al. 2014),-4.804,3.057,1.82,66.3,yes,Rhacodactylus chahoua
Enyalioides rubrigularis,yes,Squamata,Sauria,Hoplocercidae,130.0,SVL,Iguania,-5.033,3.243,1.82,66.5,no,NA
Leiocephalus melanochlorus,yes,Squamata,Sauria,Leiocephalidae,130.0,SVL,Iguania,-5.033,3.243,1.82,66.5,no,NA
Leiocephalus partidus,yes,Squamata,Sauria,Leiocephalidae,130.0,SVL,Iguania,-5.033,3.243,1.82,66.5,no,NA
Tropidurus imbituba,yes,Squamata,Sauria,Tropiduridae,125.8,SVL,"Tropiduridae S. stricto, (Scharf et al. 2014)",-3.884,2.719,1.82,66.7,no,NA
Crotaphytus reticulatus,yes,Squamata,Sauria,Crotaphytidae,137.0,SVL,Crotaphytidae**,-1.528,1.569,1.82,66.7,yes,Crotaphytus reticulatus
Oligosoma alani,yes,Squamata,Sauria,Scincidae,142.0,SVL,Legged Scincidae,-5.125,3.229,1.82,66.8,yes,Cyclodina alani
Amphibolurus muricatus,yes,Squamata,Sauria,Agamidae,125.0,SVL,Typical Agamidae**,-4.686,3.105,1.82,66.8,yes,Amphibolurus muricatus
